# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-a" "/home/mila6004/Genomeanalysis/results/5_annotation/braker3/braker.gtf" "-s" "2" "-o" "featurecounts2.txt" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam" "/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Control_1Aligned.sortedByCoord.out.bam	/home/mila6004/Genomeanalysis/results/6_expression_analysis/star/Heat_1Aligned.sortedByCoord.out.bam
g879	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1411036;1412373;1412529;1412718;1412918;1413153	1411222;1412425;1412661;1412826;1412971;1413348	-;-;-;-;-;-	732	11	11
g880	contig_1_pilon	1413378	1413773	-	396	0	0
g881	contig_1_pilon;contig_1_pilon;contig_1_pilon	1418056;1418580;1419531	1418376;1418966;1419725	-;-;-	903	89	125
g882	contig_1_pilon	1420406	1420978	+	573	4	8
g883	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1441362;1441362;1441882;1441882;1442947;1444035;1444479	1441720;1441720;1442698;1442780;1443079;1444092;1444559	-;-;-;-;-;-;-	1530	36	62
g884	contig_1_pilon;contig_1_pilon	1444720;1444849	1444742;1445080	+;+	255	1	5
g885	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1445093;1445647;1446061;1446274;1446418;1446717;1446995;1447144;1447337;1447684;1447867;1448189;1448961;1449647;1450481;1450891;1451010;1452708;1452904;1452904;1453366;1453366;1453714;1453714;1454048;1454048;1454404;1454404;1455028;1455028;1456434;1456434	1445216;1445865;1446158;1446316;1446479;1446773;1447030;1447221;1447403;1447749;1447970;1448298;1449585;1449838;1450560;1450965;1452640;1452717;1453106;1453106;1453524;1453524;1453881;1453881;1454192;1454192;1454684;1454684;1456336;1456336;1456630;1456630	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6139	742	334
g886	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1457705;1458346;1458763;1459154;1459574	1457938;1458651;1459014;1459412;1459860	-;-;-;-;-	1338	647	527
g887	contig_1_pilon	1459984	1460400	+	417	30	32
g888	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1460470;1461071;1461366;1461641	1460552;1461147;1461467;1462137	+;+;+;+	759	55	33
g889	contig_1_pilon	1462355	1462606	-	252	6	8
g890	contig_1_pilon	1462683	1463036	+	354	0	6
g891	contig_1_pilon	1465545	1466411	-	867	1	0
g892	contig_1_pilon	1472411	1472737	-	327	1	1
g893	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1476455;1476877;1477205;1477528;1478041;1481371	1476761;1476925;1477376;1477734;1478273;1481623	+;+;+;+;+;+	1221	0	0
g894	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1481636;1481857;1482032;1482958;1483208;1483486;1484064;1484587;1484866;1485208;1485741;1485997	1481771;1481980;1482800;1483085;1483337;1483704;1484375;1484694;1485093;1485525;1485857;1486257	+;+;+;+;+;+;+;+;+;+;+;+	2850	40	93
g895	contig_1_pilon;contig_1_pilon;contig_1_pilon	1486643;1488657;1488897	1486827;1488795;1489049	-;-;-	477	92	92
g896	contig_1_pilon;contig_1_pilon;contig_1_pilon	1489294;1490378;1490733	1490286;1490592;1491090	+;+;+	1566	684	750
g897	contig_1_pilon;contig_1_pilon;contig_1_pilon	1503169;1504339;1504860	1503527;1504410;1504932	-;-;-	504	41	137
g898	contig_1_pilon;contig_1_pilon	1504941;1505461	1505364;1505492	-;-	456	3	13
g899	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1514659;1515261;1515517;1515744;1516482	1514896;1515346;1515579;1515777;1516495	+;+;+;+;+	435	32	28
g900	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1516508;1516508;1516732;1516732;1517235;1517235;1517539;1517539;1517755;1517755;1517918;1517918;1518297;1518297;1518604;1518604;1518806;1518806;1519129;1519129;1519339;1519546;1519546;1519739;1519739;1520034;1520034;1520348;1520348;1520716;1520716;1521013;1521013;1521184;1521184;1521478;1521478;1521736;1521736;1522020;1522020;1522280;1522280	1516586;1516586;1516861;1516861;1517399;1517399;1517619;1517619;1517826;1517826;1517989;1517989;1518368;1518368;1518675;1518675;1518877;1518877;1519200;1519200;1519413;1519602;1519602;1519920;1519920;1520189;1520189;1520565;1520565;1520790;1520790;1521064;1521064;1521275;1521275;1521623;1521623;1521883;1521883;1522166;1522166;1522480;1522480	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2436	536	634
g901	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1523667;1523667;1525198;1525198;1526093;1526093	1524905;1524905;1525613;1525613;1526744;1526786	-;-;-;-;-;-	2349	160	237
g902	contig_1_pilon;contig_1_pilon	1526799;1531242	1527222;1531297	-;-	480	0	5
g903	contig_1_pilon	1531815	1532630	+	816	95	69
g904	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1533027;1533027;1533524;1533524;1533845;1533845;1534234;1534234;1534748;1534748;1535217;1535217;1535675;1535675;1535841;1535841;1535984;1536216;1536216;1536863;1536863;1537097;1537097	1533362;1533362;1533626;1533626;1533962;1533962;1534579;1534579;1535002;1535002;1535509;1535509;1535735;1535735;1535895;1535957;1536015;1536294;1536294;1537045;1537045;1537464;1537464	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2291	282	58
g905	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1537701;1537701;1537842;1537842;1538425;1538425;1538822;1538822;1539245;1539245;1539464;1539464;1539653;1539653;1539853;1539853	1537801;1537801;1537917;1537917;1538595;1538595;1538948;1538873;1539279;1539279;1539497;1539497;1539723;1539723;1539993;1539993	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	756	22	21
g906	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1540780;1540780;1541028;1541028;1541414;1541414;1541716;1541716;1541927;1541927;1542289;1542289;1542621;1542621;1542987;1542987;1543313;1543313;1543471;1543664;1543860;1543860;1544155;1544155	1540826;1540826;1541096;1541096;1541510;1541510;1541771;1541771;1542103;1542103;1542408;1542408;1542713;1542713;1543107;1543107;1543345;1543345;1543535;1543739;1543941;1543941;1544243;1544243	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1125	206	396
g907	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1544256;1544674;1544944;1549617;1550018;1550125;1550290;1550690;1551362;1551847;1552419;1552675	1544341;1544780;1545606;1549655;1550059;1550129;1550352;1550929;1551514;1551967;1552495;1553142	-;-;-;-;-;-;-;-;-;-;-;-	2064	286	844
g908	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1553253;1553995;1554286;1554547;1554974;1555259;1555501;1555962;1556157;1556840;1557362;1557557	1553792;1554048;1554351;1554658;1555102;1555330;1555616;1556038;1556642;1557155;1557504;1557761	+;+;+;+;+;+;+;+;+;+;+;+	2316	522	1092
g909	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1563678;1563935;1564284;1564798;1565402;1565824;1566110;1566338;1566785;1567092;1567395;1567651;1568355;1568889	1563882;1564077;1564599;1565283;1565478;1565939;1566181;1566466;1566896;1567157;1567448;1568224;1568768;1568902	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2778	48	707
g910	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1587180;1588301;1589028;1591348	1587523;1588361;1589246;1591413	-;-;-;-	690	0	0
g911	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1598196;1598487;1598857;1599756;1600217	1598322;1598648;1599162;1600083;1600520	+;+;+;+;+	1227	0	0
g912	contig_1_pilon	1600657	1600908	-	252	0	0
g913	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1601924;1602156;1602475;1602745;1603927	1602108;1602361;1602560;1602823;1603997	+;+;+;+;+	627	382	155
g914	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1604272;1604761;1604989;1605285;1605901;1606126;1606592;1606891	1604475;1604817;1605097;1605523;1605989;1606405;1606771;1607610	+;+;+;+;+;+;+;+	1878	2934	979
g915	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1608778;1608778;1609362;1609362;1610335;1610335	1608915;1608915;1609553;1609553;1611081;1611084	-;-;-;-;-;-	1080	176	291
g916	contig_1_pilon;contig_1_pilon	1611114;1611360	1611261;1611562	+;+	351	19	23
g917	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1612622;1612950;1613261;1613834;1614306	1612739;1613107;1613395;1613907;1614633	-;-;-;-;-	813	1288	2044
g918	contig_1_pilon;contig_1_pilon	1615948;1616464	1616182;1616516	-;-	288	0	0
g919	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1625316;1625671;1628217;1631509;1635807	1625356;1625812;1628350;1631717;1635931	+;+;+;+;+	651	121	76
g920	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1642714;1643048;1643616;1644087;1644281;1644737	1642872;1643319;1643785;1644101;1644365;1645124	-;-;-;-;-;-	1089	32	103
g921	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1646395;1646395;1646879;1646879;1647139;1647139;1647487;1647487;1647731;1648098;1648098	1646635;1646635;1647028;1647028;1647251;1647251;1647657;1647722;1647744;1648338;1648338	-;-;-;-;-;-;-;-;-;-;-	995	156	353
g922	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1648401;1651707;1651829;1652001;1652240;1652794;1653303	1648639;1651757;1651857;1652073;1652564;1652960;1653378	+;+;+;+;+;+;+	960	1870	3291
g923	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1655298;1655882;1656017;1656240;1656615;1656847;1664783;1665109;1667940	1655536;1655890;1656056;1656467;1656677;1656954;1665014;1666488;1668286	+;+;+;+;+;+;+;+;+	2646	7288	3123
g924	contig_1_pilon;contig_1_pilon	1668070;1668596	1668197;1668824	-;-	357	1	7
g925	contig_1_pilon;contig_1_pilon;contig_1_pilon	1674170;1675174;1675789	1674937;1675457;1675999	-;-;-	1263	855	188
g926	contig_1_pilon;contig_1_pilon	1676122;1676264	1676213;1676435	+;+	264	281	48
g927	contig_1_pilon	1676608	1677648	+	1041	115	5
g928	contig_1_pilon;contig_1_pilon	1679864;1687530	1680012;1687836	+;+	456	0	2
g929	contig_1_pilon;contig_1_pilon;contig_1_pilon	1687867;1688877;1689635	1688476;1689158;1689720	+;+;+	978	2	11
g930	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1690634;1690935;1691562;1691890;1692421;1692655;1693046;1693501;1693901;1694237;1694639;1694956;1695264;1695727;1696405;1696756;1697373;1697783;1698787;1699248	1690765;1691100;1691764;1692027;1692507;1692727;1693240;1693577;1693972;1694397;1694825;1695075;1695347;1695935;1696572;1696995;1697460;1697944;1698987;1699619	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3135	674	535
g931	contig_1_pilon;contig_1_pilon	1705211;1706367	1705317;1707288	+;+	1029	0	0
g932	contig_1_pilon	1708742	1709047	-	306	5	36
g933	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1709130;1709338;1709920;1710277;1710523	1709263;1709657;1710072;1710374;1710744	+;+;+;+;+	927	110	418
g934	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1711734;1713286;1713513;1713753	1712029;1713361;1713649;1713927	-;-;-;-	684	0	0
g935	contig_1_pilon	1715840	1716496	-	657	0	0
g936	contig_1_pilon	1716721	1717116	-	396	0	0
g937	contig_1_pilon	1719971	1720789	-	819	0	0
g938	contig_1_pilon;contig_1_pilon;contig_1_pilon	1720884;1722752;1723106	1721213;1723051;1723324	+;+;+	849	0	0
g939	contig_1_pilon;contig_1_pilon	1725887;1730091	1726450;1730273	-;-	747	10	69
g940	contig_1_pilon	1730492	1730830	+	339	25	112
g941	contig_1_pilon;contig_1_pilon;contig_1_pilon	1730896;1732119;1732385	1731010;1732216;1732576	-;-;-	405	30	117
g942	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1733969;1734509;1735121;1735478;1735724	1734465;1734858;1735273;1735575;1735945	+;+;+;+;+	1320	157	541
g943	contig_1_pilon;contig_1_pilon	1736865;1737232	1737104;1737618	-;-	627	3	6
g944	contig_1_pilon;contig_1_pilon;contig_1_pilon	1739241;1739719;1740421	1739439;1740074;1741146	-;-;-	1281	142	118
g945	contig_1_pilon	1741394	1741687	-	294	24	30
g946	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1741717;1741717;1742138;1742138;1742506;1742506;1742913;1742913;1743337;1743337;1743683;1743683;1743953;1743953;1744326;1744326;1744654;1744654;1745380;1745380;1745760;1745760;1746693;1746693;1756532;1756532;1756723;1756723;1756978;1756978;1757948;1757948;1766407;1766407;1766812;1766812;1767211;1767211;1767279;1767514;1767514;1767880;1767880;1768682;1768682;1768926;1768926;1770262;1770262;1770383;1770383;1771213;1771213;1771913;1771913;1772487;1772487;1772881;1772881;1773643;1773643	1741818;1741818;1742240;1742240;1742585;1742585;1743135;1743135;1743422;1743422;1743784;1743784;1744086;1744086;1744374;1744374;1744768;1744768;1745488;1745488;1746371;1746371;1746855;1746855;1756600;1756600;1756808;1756808;1757057;1757057;1759789;1759789;1766641;1766641;1766889;1766875;1767219;1767348;1767348;1767759;1767759;1767964;1767964;1768779;1768779;1768939;1768939;1770333;1770333;1770576;1770576;1771555;1771555;1772184;1772184;1772683;1772683;1773250;1773250;1773674;1773674	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6329	503	727
g947	contig_1_pilon;contig_1_pilon;contig_1_pilon	1774953;1775465;1775936	1775065;1775800;1776065	-;-;-	579	178	142
g948	contig_1_pilon;contig_1_pilon;contig_1_pilon	1776260;1776418;1776675	1776327;1776589;1777445	+;+;+	1011	44	85
g949	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1780972;1781456;1781633;1782418	1781288;1781510;1781728;1784196	+;+;+;+	2247	86	1209
g950	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1785369;1785836;1786199;1786643;1786906;1787225;1787718	1785685;1786070;1786442;1786764;1787099;1787312;1788329	-;-;-;-;-;-;-	1812	71	420
g951	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1788524;1788813;1788985;1789293;1789674;1790201;1790439;1790658;1790892;1791111;1791395;1791646;1791825;1792283;1792589;1793088;1793325;1793754	1788734;1788853;1789073;1789390;1789818;1790229;1790535;1790713;1791002;1791167;1791486;1791730;1791977;1792392;1792771;1793191;1793412;1793837	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1833	256	320
g952	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1796394;1796681;1797190;1797691;1798097	1796552;1796856;1797296;1798042;1798109	-;-;-;-;-	807	1438	2166
g953	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1798257;1798857;1799161;1799415;1799783;1800004;1800229;1800520;1800706;1801020;1801310	1798324;1799012;1799229;1799475;1799866;1800102;1800349;1800599;1800813;1801097;1801357	+;+;+;+;+;+;+;+;+;+;+	972	371	214
g954	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1803583;1803583;1804001;1804001;1804492;1804492;1805095;1805095;1805586;1805586;1805889;1805889;1806143;1806143;1806446;1806446;1806664;1806664;1806837;1806837;1807245;1807245;1807444;1807444;1807720;1807720;1807968;1807968;1808387;1808387;1808593;1808593;1808807;1808807;1809026;1809026;1809323;1809323;1809946;1809946;1810231;1810231;1810582;1810582;1810863;1810863	1803926;1803926;1804252;1804252;1804803;1804797;1805189;1805189;1805662;1805662;1805958;1805958;1806242;1806242;1806521;1806521;1806738;1806738;1806890;1806890;1807334;1807334;1807560;1807560;1807830;1807830;1808107;1808107;1808468;1808468;1808672;1808672;1808915;1808915;1809148;1809148;1809395;1809395;1810097;1810097;1810329;1810329;1810687;1810687;1811116;1811116	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2991	844	909
g955	contig_1_pilon;contig_1_pilon	1813128;1813408	1813353;1813577	+;+	396	0	0
g956	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1813587;1814132;1814812;1815425;1815863;1816180;1816760;1817008;1817461;1817785;1818137;1818344;1818865;1819259;1819593	1813817;1814688;1815255;1815447;1815950;1816387;1816792;1817353;1817573;1817982;1818222;1818659;1819029;1819444;1819697	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3099	611	963
g957	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1823292;1823720;1824169;1824574;1825029;1825704;1826101;1826885;1827229;1829047;1829498	1823453;1823878;1824264;1824766;1825456;1825907;1826251;1827012;1827423;1829432;1829510	-;-;-;-;-;-;-;-;-;-;-	2115	1354	931
g958	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1829571;1829673;1830254;1830309;1830562	1829631;1829858;1830258;1830314;1830567	+;+;+;+;+	264	35	90
g959	contig_1_pilon;contig_1_pilon	1830580;1830839	1830709;1831047	+;+	339	1097	785
g960	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1833074;1833308;1833921;1834263	1833197;1833530;1834156;1835842	+;+;+;+	2163	6	33
g961	contig_1_pilon;contig_1_pilon	1838125;1838804	1838752;1839231	+;+	1056	0	0
g962	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1840361;1841425;1842938;1843164;1843237;1844252;1844252;1844676;1844676	1840938;1842362;1843079;1843573;1843573;1844373;1844373;1844732;1844732	+;+;+;+;+;+;+;+;+	2247	91	35
g963	contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon;contig_1_pilon	1844816;1846971;1847577;1848157;1848415;1848545;1848667;1853849;1854246;1854690;1855075;1855426;1855938;1856320;1856560;1856807;1857141	1845061;1847144;1847744;1848357;1848488;1848619;1849177;1854085;1854593;1854908;1855238;1855609;1856068;1856422;1856656;1856882;1857366	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3234	200	207
